geosumlev,geoid,stco,place,mdy,totpop,hhpop,gqpop,tothu,husfd,husfa,humf24,humf5p,humh,occhu,vacrate,pph
157,15700US0605908786,Orange ,Buena Park,1/1/2011,"81,082","80,268",814,"24,675","14,370","1,809","1,736","6,407",353,"23,737",3.8%,3.38
157,15700US0605908786,Orange ,Buena Park,1/1/2012,"81,931","81,117",814,"24,687","14,379","1,812","1,736","6,407",353,"23,751",3.8%,3.42
157,15700US0605908786,Orange ,Buena Park,1/1/2013,"82,580","81,766",814,"24,710","14,393","1,812","1,740","6,412",353,"23,785",3.7%,3.44
157,15700US0605908786,Orange ,Buena Park,1/1/2014,"82,638","81,824",814,"24,711","14,394","1,812","1,740","6,412",353,"23,789",3.7%,3.44
157,15700US0605908786,Orange ,Buena Park,1/1/2015,"82,770","81,956",814,"24,726","14,387","1,812","1,740","6,434",353,"23,804",3.7%,3.44
157,15700US0605908786,Orange ,Buena Park,1/1/2016,"82,784","81,970",814,"24,725","14,386","1,812","1,740","6,434",353,"23,810",3.7%,3.44
157,15700US0605908786,Orange ,Buena Park,1/1/2017,"83,539","82,725",814,"24,994","14,416","1,981","1,740","6,504",353,"24,071",3.7%,3.44
157,15700US0605908786,Orange ,Buena Park,1/1/2018,"83,215","82,401",814,"25,051","14,473","1,981","1,740","6,504",353,"24,131",3.7%,3.42
157,15700US0605908786,Orange ,Buena Park,1/1/2019,"82,837","82,023",814,"25,131","14,473","2,061","1,740","6,504",353,"24,211",3.7%,3.39
157,15700US0605908786,Orange ,Buena Park,1/1/2020,"82,336","81,522",814,"25,134","14,476","2,061","1,740","6,504",353,"24,215",3.7%,3.37
157,15700US0605908786,Orange ,Buena Park,1/1/2021,"81,626","80,662",964,"25,140","14,482","2,061","1,740","6,504",353,"24,221",3.7%,3.33
157,15700US0605916532,Orange,Costa Mesa,4/1/2010,"109,960","106,990","2,970","42,120","16,611","4,293","5,710","14,576",930,"39,946",5.2%,2.68
157,15700US0605916532,Orange ,Costa Mesa,1/1/2011,"110,347","107,546","2,801","42,128","16,619","4,293","5,710","14,576",930,"39,964",5.1%,2.69
157,15700US0605916532,Orange ,Costa Mesa,1/1/2012,"111,535","108,764","2,771","42,138","16,619","4,301","5,712","14,576",930,"40,018",5.0%,2.72
157,15700US0605916532,Orange ,Costa Mesa,1/1/2013,"112,280","109,529","2,751","42,162","16,641","4,301","5,714","14,576",930,"40,037",5.0%,2.74
157,15700US0605916532,Orange ,Costa Mesa,1/1/2014,"112,409","109,698","2,711","42,160","16,638","4,302","5,714","14,576",930,"40,076",4.9%,2.74
157,15700US0605916532,Orange ,Costa Mesa,1/1/2015,"113,649","110,964","2,685","42,592","16,767","4,321","5,710","14,864",930,"40,500",4.9%,2.74
157,15700US0605916532,Orange ,Costa Mesa,1/1/2016,"113,723","111,082","2,641","42,643","16,804","4,330","5,699","14,880",930,"40,547",4.9%,2.74
157,15700US0605916532,Orange ,Costa Mesa,1/1/2017,"113,640","111,055","2,585","42,669","16,808","4,360","5,691","14,880",930,"40,608",4.8%,2.74
157,15700US0605916532,Orange ,Costa Mesa,1/1/2018,"113,535","111,006","2,529","42,836","16,970","4,361","5,695","14,880",930,"40,852",4.6%,2.72
157,15700US0605916532,Orange ,Costa Mesa,1/1/2019,"114,075","111,595","2,480","43,406","17,049","4,362","5,695","15,370",930,"41,395",4.6%,2.70
157,15700US0605916532,Orange ,Costa Mesa,1/1/2020,"113,667","111,272","2,395","43,532","17,134","4,397","5,701","15,370",930,"41,535",4.6%,2.68
157,15700US0605916532,Orange ,Costa Mesa,1/1/2021,"112,780","110,391","2,389","43,658","17,142","4,400","5,705","15,481",930,"41,655",4.6%,2.65
157,15700US0605917750,Orange,Cypress,4/1/2010,"47,802","47,300",502,"16,068","9,817","2,572",574,"2,684",421,"15,654",2.6%,3.02
157,15700US0605917750,Orange ,Cypress,1/1/2011,"48,029","47,527",502,"16,072","9,819","2,574",574,"2,684",421,"15,655",2.6%,3.04
157,15700US0605917750,Orange ,Cypress,1/1/2012,"48,504","48,002",502,"16,085","9,817","2,587",576,"2,684",421,"15,656",2.7%,3.07
157,15700US0605917750,Orange ,Cypress,1/1/2013,"48,697","48,195",502,"16,094","9,819","2,594",576,"2,684",421,"15,617",3.0%,3.09
157,15700US0605917750,Orange ,Cypress,1/1/2014,"48,792","48,290",502,"16,128","9,834","2,609",580,"2,684",421,"15,639",3.0%,3.09
157,15700US0605917750,Orange ,Cypress,1/1/2015,"48,909","48,407",502,"16,155","9,845","2,625",580,"2,684",421,"15,662",3.1%,3.09
157,15700US0605917750,Orange ,Cypress,1/1/2016,"48,933","48,431",502,"16,194","9,844","2,665",580,"2,684",421,"15,671",3.2%,3.09
157,15700US0605917750,Orange ,Cypress,1/1/2017,"48,968","48,466",502,"16,244","9,889","2,670",580,"2,684",421,"15,710",3.3%,3.09
157,15700US0605917750,Orange ,Cypress,1/1/2018,"49,037","48,535",502,"16,372","9,892","2,795",580,"2,684",421,"15,834",3.3%,3.07
157,15700US0605917750,Orange ,Cypress,1/1/2019,"48,887","48,385",502,"16,464","9,932","2,847",580,"2,684",421,"15,911",3.4%,3.04
157,15700US0605917750,Orange ,Cypress,1/1/2020,"49,055","48,553",502,"16,631","10,034","2,912",580,"2,684",421,"16,067",3.4%,3.02
157,15700US0605917750,Orange ,Cypress,1/1/2021,"48,531","48,029",502,"16,631","10,034","2,912",580,"2,684",421,"16,067",3.4%,2.99
157,15700US0605917946,Orange,Dana Point,4/1/2010,"33,351","33,110",241,"15,938","8,706","1,995","2,633","2,372",232,"14,182",11.0%,2.33
157,15700US0605917946,Orange ,Dana Point,1/1/2011,"33,480","33,239",241,"15,944","8,711","1,995","2,633","2,372",233,"14,170",11.1%,2.35
157,15700US0605917946,Orange ,Dana Point,1/1/2012,"33,657","33,416",241,"15,949","8,716","1,995","2,633","2,372",233,"14,105",11.6%,2.37
157,15700US0605917946,Orange ,Dana Point,1/1/2013,"33,827","33,586",241,"15,960","8,724","1,995","2,633","2,372",236,"14,084",11.8%,2.39
157,15700US0605917946,Orange ,Dana Point,1/1/2014,"33,839","33,598",241,"15,964","8,728","1,995","2,633","2,372",236,"14,081",11.8%,2.39
157,15700US0605917946,Orange ,Dana Point,1/1/2015,"33,842","33,601",241,"15,972","8,733","1,995","2,633","2,372",239,"14,068",11.9%,2.39
157,15700US0605917946,Orange ,Dana Point,1/1/2016,"33,891","33,650",241,"16,016","8,742","2,010","2,648","2,372",244,"14,090",12.0%,2.39
157,15700US0605917946,Orange ,Dana Point,1/1/2017,"33,910","33,669",241,"16,053","8,758","2,010","2,665","2,372",248,"14,123",12.0%,2.38
157,15700US0605917946,Orange ,Dana Point,1/1/2018,"33,750","33,509",241,"16,081","8,778","2,018","2,665","2,372",248,"14,147",12.0%,2.37
157,15700US0605917946,Orange ,Dana Point,1/1/2019,"33,564","33,323",241,"16,118","8,785","2,047","2,665","2,372",249,"14,180",12.0%,2.35
157,15700US0605917946,Orange ,Dana Point,1/1/2020,"33,466","33,225",241,"16,172","8,801","2,074","2,676","2,372",249,"14,227",12.0%,2.34
157,15700US0605917946,Orange ,Dana Point,1/1/2021,"33,189","32,948",241,"16,212","8,806","2,097","2,688","2,372",249,"14,262",12.0%,2.31
157,15700US0605925380,Orange,Fountain Valley,4/1/2010,"55,313","54,876",437,"19,164","12,612","1,885",682,"3,594",391,"18,648",2.7%,2.94
157,15700US0605925380,Orange ,Fountain Valley,1/1/2011,"55,561","55,124",437,"19,165","12,613","1,885",682,"3,594",391,"18,644",2.7%,2.96
157,15700US0605925380,Orange ,Fountain Valley,1/1/2012,"56,056","55,619",437,"19,167","12,615","1,885",682,"3,594",391,"18,626",2.8%,2.99
157,15700US0605925380,Orange ,Fountain Valley,1/1/2013,"56,263","55,826",437,"19,196","12,632","1,897",682,"3,594",391,"18,574",3.2%,3.01
157,15700US0605925380,Orange ,Fountain Valley,1/1/2014,"56,486","56,049",437,"19,281","12,658","1,956",682,"3,594",391,"18,638",3.3%,3.01
157,15700US0605925380,Orange ,Fountain Valley,1/1/2015,"56,587","56,150",437,"19,303","12,660","1,956",690,"3,606",391,"18,654",3.4%,3.01
157,15700US0605925380,Orange ,Fountain Valley,1/1/2016,"56,585","56,148",437,"19,304","12,661","1,956",690,"3,606",391,"18,655",3.4%,3.01
157,15700US0605925380,Orange ,Fountain Valley,1/1/2017,"56,500","56,063",437,"19,309","12,666","1,956",690,"3,606",391,"18,659",3.4%,3.01
157,15700US0605925380,Orange ,Fountain Valley,1/1/2018,"56,158","55,721",437,"19,316","12,672","1,957",690,"3,606",391,"18,665",3.4%,2.99
157,15700US0605925380,Orange ,Fountain Valley,1/1/2019,"55,718","55,281",437,"19,337","12,693","1,957",690,"3,606",391,"18,665",3.5%,2.96
157,15700US0605925380,Orange ,Fountain Valley,1/1/2020,"55,419","54,982",437,"19,363","12,713","1,957",696,"3,606",391,"18,681",3.5%,2.94
157,15700US0605925380,Orange ,Fountain Valley,1/1/2021,"54,953","54,516",437,"19,408","12,730","1,958",723,"3,606",391,"18,724",3.5%,2.91
157,15700US0605928000,Orange,Fullerton,4/1/2010,"135,222","132,145","3,077","47,900","24,243","4,859","4,039","13,879",880,"45,420",5.2%,2.91
157,15700US0605928000,Orange ,Fullerton,1/1/2011,"135,921","132,935","2,986","47,956","24,250","4,859","4,035","13,932",880,"45,477",5.2%,2.92
157,15700US0605928000,Orange ,Fullerton,1/1/2012,"138,370","134,405","3,965","47,993","24,286","4,859","4,037","13,931",880,"45,527",5.1%,2.95
157,15700US0605928000,Orange ,Fullerton,1/1/2013,"139,506","135,501","4,005","48,007","24,294","4,859","4,043","13,931",880,"45,599",5.0%,2.97
157,15700US0605928000,Orange ,Fullerton,1/1/2014,"140,785","136,715","4,070","48,396","24,329","4,863","4,043","14,281",880,"45,982",5.0%,2.97
157,15700US0605928000,Orange ,Fullerton,1/1/2015,"141,201","137,081","4,120","48,474","24,385","4,879","4,049","14,281",880,"46,060",5.0%,2.98
157,15700US0605928000,Orange ,Fullerton,1/1/2016,"142,081","137,935","4,146","48,743","24,466","4,928","4,049","14,420",880,"46,351",4.9%,2.98
157,15700US0605928000,Orange ,Fullerton,1/1/2017,"142,846","138,666","4,180","49,085","24,503","4,940","4,042","14,720",880,"46,678",4.9%,2.97
157,15700US0605928000,Orange ,Fullerton,1/1/2018,"142,996","138,824","4,172","49,429","24,522","4,942","4,042","15,043",880,"47,033",4.8%,2.95
157,15700US0605928000,Orange ,Fullerton,1/1/2019,"142,251","138,087","4,164","49,541","24,543","4,946","4,038","15,134",880,"47,155",4.8%,2.93
157,15700US0605928000,Orange ,Fullerton,1/1/2020,"142,070","137,858","4,212","49,764","24,551","4,964","4,049","15,320",880,"47,374",4.8%,2.91
157,15700US0605928000,Orange ,Fullerton,1/1/2021,"139,431","136,920","2,511","49,784","24,551","4,968","4,065","15,320",880,"47,393",4.8%,2.89
157,15700US0605929000,Orange,Garden Grove,4/1/2010,"170,794","168,853","1,941","47,741","27,266","4,003","4,174","10,670","1,628","46,021",3.6%,3.67
157,15700US0605929000,Orange ,Garden Grove,1/1/2011,"171,738","169,797","1,941","47,773","27,261","4,001","4,180","10,703","1,628","46,061",3.6%,3.69
157,15700US0605929000,Orange ,Garden Grove,1/1/2012,"173,713","171,772","1,941","47,815","27,286","4,016","4,182","10,703","1,628","46,137",3.5%,3.72
157,15700US0605929000,Orange ,Garden Grove,1/1/2013,"173,992","172,051","1,941","47,688","27,275","3,975","4,187","10,623","1,628","45,911",3.7%,3.75
157,15700US0605929000,Orange ,Garden Grove,1/1/2014,"174,336","172,395","1,941","47,723","27,303","3,971","4,190","10,631","1,628","45,977",3.7%,3.75
157,15700US0605929000,Orange ,Garden Grove,1/1/2015,"174,556","172,615","1,941","47,727","27,316","3,971","4,181","10,631","1,628","45,991",3.6%,3.75
157,15700US0605929000,Orange ,Garden Grove,1/1/2016,"174,986","173,045","1,941","47,761","27,350","3,971","4,181","10,631","1,628","46,110",3.5%,3.75
157,15700US0605929000,Orange ,Garden Grove,1/1/2017,"174,892","172,951","1,941","47,789","27,354","3,971","4,205","10,631","1,628","46,166",3.4%,3.75
157,15700US0605929000,Orange ,Garden Grove,1/1/2018,"174,300","172,359","1,941","47,864","27,380","3,973","4,205","10,678","1,628","46,305",3.3%,3.72
157,15700US0605929000,Orange ,Garden Grove,1/1/2019,"174,038","172,097","1,941","48,133","27,448","3,984","4,215","10,858","1,628","46,602",3.2%,3.69
157,15700US0605929000,Orange ,Garden Grove,1/1/2020,"173,457","171,516","1,941","48,257","27,517","4,039","4,215","10,858","1,628","46,738",3.1%,3.67
157,15700US0605929000,Orange ,Garden Grove,1/1/2021,"172,476","170,535","1,941","48,504","27,680","4,087","4,251","10,858","1,628","46,977",3.1%,3.63
157,15700US0605936000,Orange,Huntington Beach,4/1/2010,"189,992","189,102",890,"78,003","38,512","9,119","9,249","18,036","3,087","74,285",4.8%,2.55
157,15700US0605936000,Orange ,Huntington Beach,1/1/2011,"190,868","189,978",890,"78,009","38,518","9,119","9,249","18,036","3,087","74,278",4.8%,2.56
157,15700US0605936000,Orange ,Huntington Beach,1/1/2012,"193,537","192,647",890,"78,720","38,694","9,246","9,657","18,036","3,087","74,807",5.0%,2.58
157,15700US0605936000,Orange ,Huntington Beach,1/1/2013,"194,466","193,576",890,"78,809","38,737","9,294","9,655","18,036","3,087","74,677",5.2%,2.59
157,15700US0605936000,Orange ,Huntington Beach,1/1/2014,"195,881","194,991",890,"79,393","38,777","9,371","9,655","18,503","3,087","75,181",5.3%,2.59
157,15700US0605936000,Orange ,Huntington Beach,1/1/2015,"197,456","196,566",890,"79,973","38,874","9,381","9,659","18,972","3,087","75,715",5.3%,2.60
157,15700US0605936000,Orange ,Huntington Beach,1/1/2016,"199,224","198,334",890,"80,837","39,048","9,425","9,659","19,618","3,087","76,402",5.5%,2.60
157,15700US0605936000,Orange ,Huntington Beach,1/1/2017,"199,927","199,037",890,"81,312","39,096","9,451","9,664","20,014","3,087","76,807",5.5%,2.59
157,15700US0605936000,Orange ,Huntington Beach,1/1/2018,"199,495","198,605",890,"81,656","39,126","9,464","9,665","20,314","3,087","77,135",5.5%,2.58
157,15700US0605936000,Orange ,Huntington Beach,1/1/2019,"199,742","198,852",890,"82,406","39,146","9,464","9,669","21,040","3,087","77,844",5.5%,2.55
157,15700US0605936000,Orange ,Huntington Beach,1/1/2020,"198,725","197,834",891,"82,501","39,214","9,464","9,696","21,040","3,087","77,934",5.5%,2.54
157,15700US0605936000,Orange ,Huntington Beach,1/1/2021,"196,874","195,983",891,"82,620","39,291","9,464","9,738","21,040","3,087","78,046",5.5%,2.51
157,15700US0605936770,Orange,Irvine,4/1/2010,"212,375","199,037","13,338","81,110","31,001","16,722","4,021","28,201","1,165","76,216",6.0%,2.61
157,15700US0605936770,Orange ,Irvine,1/1/2011,"218,903","203,842","15,061","82,692","31,435","16,722","4,216","29,154","1,165","77,689",6.1%,2.62
157,15700US0605936770,Orange ,Irvine,1/1/2012,"224,745","208,460","16,285","83,792","31,947","16,722","4,420","29,538","1,165","78,666",6.1%,2.65
157,15700US0605936770,Orange ,Irvine,1/1/2013,"231,835","215,667","16,168","86,376","32,604","16,722","4,734","31,151","1,165","80,855",6.4%,2.67
157,15700US0605936770,Orange ,Irvine,1/1/2014,"242,270","226,093","16,177","90,562","33,930","16,722","5,044","33,701","1,165","84,717",6.5%,2.67
157,15700US0605936770,Orange ,Irvine,1/1/2015,"249,010","232,259","16,751","92,961","35,558","16,722","5,277","34,239","1,165","86,943",6.5%,2.67
157,15700US0605936770,Orange ,Irvine,1/1/2016,"253,925","237,457","16,468","95,216","36,784","16,722","5,436","35,109","1,165","88,897",6.6%,2.67
157,15700US0605936770,Orange ,Irvine,1/1/2017,"263,295","245,511","17,784","98,676","38,347","16,722","5,790","36,652","1,165","92,074",6.7%,2.67
157,15700US0605936770,Orange ,Irvine,1/1/2018,"270,260","252,483","17,777","102,474","39,853","16,722","6,386","38,348","1,165","95,488",6.8%,2.64
157,15700US0605936770,Orange ,Irvine,1/1/2019,"274,641","257,579","17,062","105,858","41,798","16,722","6,696","39,477","1,165","98,568",6.9%,2.61
157,15700US0605936770,Orange ,Irvine,1/1/2020,"277,988","261,556","16,432","108,822","43,013","17,187","6,765","40,692","1,165","101,296",6.9%,2.58
157,15700US0605936770,Orange ,Irvine,1/1/2021,"271,564","262,154","9,410","110,884","43,694","17,605","6,769","41,651","1,165","103,215",6.9%,2.54
157,15700US0605939290,Orange,La Habra,4/1/2010,"60,223","59,883",340,"19,918","10,500","1,509","1,553","5,467",889,"18,971",4.8%,3.16
157,15700US0605939290,Orange ,La Habra,1/1/2011,"60,590","60,250",340,"19,943","10,526","1,509","1,553","5,467",888,"18,997",4.7%,3.17
157,15700US0605939290,Orange ,La Habra,1/1/2012,"61,250","60,910",340,"19,951","10,553","1,509","1,553","5,447",889,"19,016",4.7%,3.20
157,15700US0605939290,Orange ,La Habra,1/1/2013,"61,811","61,471",340,"19,957","10,556","1,509","1,553","5,447",892,"19,066",4.5%,3.22
157,15700US0605939290,Orange ,La Habra,1/1/2014,"62,130","61,790",340,"20,039","10,639","1,509","1,553","5,447",891,"19,154",4.4%,3.23
157,15700US0605939290,Orange ,La Habra,1/1/2015,"62,283","61,943",340,"20,066","10,666","1,509","1,553","5,447",891,"19,183",4.4%,3.23
157,15700US0605939290,Orange ,La Habra,1/1/2016,"62,385","62,045",340,"20,073","10,671","1,509","1,553","5,447",893,"19,216",4.3%,3.23
157,15700US0605939290,Orange ,La Habra,1/1/2017,"62,425","62,085",340,"20,112","10,704","1,510","1,553","5,447",898,"19,262",4.2%,3.22
157,15700US0605939290,Orange ,La Habra,1/1/2018,"62,581","62,241",340,"20,271","10,708","1,510","1,555","5,600",898,"19,435",4.1%,3.20
157,15700US0605939290,Orange ,La Habra,1/1/2019,"63,464","63,124",340,"20,710","11,113","1,542","1,555","5,600",900,"19,868",4.1%,3.18
157,15700US0605939290,Orange ,La Habra,1/1/2020,"63,471","63,131",340,"20,838","11,125","1,653","1,559","5,600",901,"19,996",4.0%,3.16
157,15700US0605939290,Orange ,La Habra,1/1/2021,"62,808","62,468",340,"20,844","11,121","1,655","1,567","5,600",901,"20,002",4.0%,3.12
157,15700US0605940256,Orange,La Palma,4/1/2010,"15,568","15,548",20,"5,224","3,766",469,115,861,13,"5,080",2.8%,3.06
157,15700US0605940256,Orange ,La Palma,1/1/2011,"15,637","15,617",20,"5,223","3,765",469,115,861,13,"5,079",2.8%,3.08
157,15700US0605940256,Orange ,La Palma,1/1/2012,"15,784","15,764",20,"5,222","3,764",469,115,861,13,"5,076",2.8%,3.11
157,15700US0605940256,Orange ,La Palma,1/1/2013,"15,904","15,884",20,"5,234","3,764",469,127,861,13,"5,081",2.9%,3.13
157,15700US0605940256,Orange ,La Palma,1/1/2014,"15,918","15,898",20,"5,234","3,764",469,127,861,13,"5,083",2.9%,3.13
157,15700US0605940256,Orange ,La Palma,1/1/2015,"15,932","15,912",20,"5,234","3,764",469,127,861,13,"5,083",2.9%,3.13
157,15700US0605940256,Orange ,La Palma,1/1/2016,"15,947","15,927",20,"5,234","3,764",469,127,861,13,"5,088",2.8%,3.13
157,15700US0605940256,Orange ,La Palma,1/1/2017,"15,908","15,888",20,"5,230","3,760",469,127,861,13,"5,084",2.8%,3.13
157,15700US0605940256,Orange ,La Palma,1/1/2018,"15,837","15,817",20,"5,240","3,770",469,127,861,13,"5,094",2.8%,3.11
157,15700US0605940256,Orange ,La Palma,1/1/2019,"15,704","15,684",20,"5,239","3,770",468,127,861,13,"5,091",2.8%,3.08
157,15700US0605940256,Orange ,La Palma,1/1/2020,"15,607","15,587",20,"5,240","3,771",468,127,861,13,"5,091",2.8%,3.06
157,15700US0605940256,Orange ,La Palma,1/1/2021,"15,442","15,422",20,"5,241","3,770",468,129,861,13,"5,092",2.8%,3.03
157,15700US0605939178,Orange,Laguna Beach,4/1/2010,"22,723","22,634",89,"12,923","8,492",686,"1,529","1,927",289,"10,821",16.3%,2.09
157,15700US0605939178,Orange ,Laguna Beach,1/1/2011,"22,826","22,737",89,"12,937","8,506",686,"1,529","1,927",289,"10,819",16.4%,2.10
157,15700US0605939178,Orange ,Laguna Beach,1/1/2012,"22,948","22,859",89,"12,946","8,521",686,"1,523","1,927",289,"10,770",16.8%,2.12
157,15700US0605939178,Orange ,Laguna Beach,1/1/2013,"23,126","23,037",89,"12,958","8,533",686,"1,523","1,927",289,"10,783",16.8%,2.14
157,15700US0605939178,Orange ,Laguna Beach,1/1/2014,"23,149","23,060",89,"12,962","8,537",686,"1,523","1,927",289,"10,787",16.8%,2.14
157,15700US0605939178,Orange ,Laguna Beach,1/1/2015,"23,163","23,074",89,"12,977","8,551",688,"1,522","1,927",289,"10,783",16.9%,2.14
157,15700US0605939178,Orange ,Laguna Beach,1/1/2016,"23,191","23,102",89,"12,992","8,566",688,"1,522","1,927",289,"10,797",16.9%,2.14
157,15700US0605939178,Orange ,Laguna Beach,1/1/2017,"23,162","23,073",89,"12,998","8,571",689,"1,522","1,927",289,"10,802",16.9%,2.14
157,15700US0605939178,Orange ,Laguna Beach,1/1/2018,"23,031","22,942",89,"13,007","8,579",690,"1,522","1,927",289,"10,810",16.9%,2.12
157,15700US0605939178,Orange ,Laguna Beach,1/1/2019,"22,868","22,779",89,"13,017","8,584",696,"1,521","1,927",289,"10,819",16.9%,2.11
157,15700US0605939178,Orange ,Laguna Beach,1/1/2020,"22,690","22,601",89,"13,027","8,591",697,"1,523","1,927",289,"10,802",17.1%,2.09
157,15700US0605939178,Orange ,Laguna Beach,1/1/2021,"22,495","22,406",89,"13,055","8,599",697,"1,543","1,927",289,"10,825",17.1%,2.07
157,15700US0605939220,Orange,Laguna Hills,4/1/2010,"30,270","29,901",369,"10,989","6,395","1,917",571,"1,754",352,"10,417",5.2%,2.87
157,15700US0605939220,Orange ,Laguna Hills,1/1/2011,"30,425","30,056",369,"10,992","6,398","1,917",571,"1,754",352,"10,422",5.2%,2.88
157,15700US0605939220,Orange ,Laguna Hills,1/1/2012,"30,746","30,377",369,"10,992","6,398","1,917",571,"1,754",352,"10,430",5.1%,2.91
157,15700US0605939220,Orange ,Laguna Hills,1/1/2013,"31,041","30,672",369,"10,993","6,399","1,917",571,"1,754",352,"10,462",4.8%,2.93
157,15700US0605939220,Orange ,Laguna Hills,1/1/2014,"31,085","30,716",369,"10,995","6,401","1,917",571,"1,754",352,"10,471",4.8%,2.93
157,15700US0605939220,Orange ,Laguna Hills,1/1/2015,"31,124","30,755",369,"10,996","6,402","1,917",571,"1,754",352,"10,474",4.7%,2.94
157,15700US0605939220,Orange ,Laguna Hills,1/1/2016,"31,176","30,807",369,"10,996","6,402","1,917",571,"1,754",352,"10,493",4.6%,2.94
157,15700US0605939220,Orange ,Laguna Hills,1/1/2017,"31,960","31,591",369,"11,296","6,404","1,917",571,"2,052",352,"10,779",4.6%,2.93
157,15700US0605939220,Orange ,Laguna Hills,1/1/2018,"31,807","31,438",369,"11,298","6,404","1,917",573,"2,052",352,"10,796",4.4%,2.91
157,15700US0605939220,Orange ,Laguna Hills,1/1/2019,"31,583","31,214",369,"11,298","6,404","1,917",573,"2,052",352,"10,804",4.4%,2.89
157,15700US0605939220,Orange ,Laguna Hills,1/1/2020,"31,397","31,028",369,"11,298","6,404","1,917",573,"2,052",352,"10,808",4.3%,2.87
157,15700US0605939220,Orange ,Laguna Hills,1/1/2021,"31,073","30,704",369,"11,302","6,402","1,917",579,"2,052",352,"10,812",4.3%,2.84
157,15700US0605939248,Orange,Laguna Niguel,4/1/2010,"62,979","62,731",248,"25,312","14,378","5,107","1,406","4,373",48,"24,232",4.3%,2.59
157,15700US0605939248,Orange ,Laguna Niguel,1/1/2011,"63,362","63,114",248,"25,363","14,429","5,107","1,406","4,373",48,"24,265",4.3%,2.60
157,15700US0605939248,Orange ,Laguna Niguel,1/1/2012,"63,848","63,600",248,"25,374","14,440","5,107","1,406","4,373",48,"24,211",4.6%,2.63
157,15700US0605939248,Orange ,Laguna Niguel,1/1/2013,"64,113","63,865",248,"25,392","14,458","5,107","1,406","4,373",48,"24,153",4.9%,2.64
157,15700US0605939248,Orange ,Laguna Niguel,1/1/2014,"64,185","63,937",248,"25,424","14,490","5,107","1,406","4,373",48,"24,167",4.9%,2.65
157,15700US0605939248,Orange ,Laguna Niguel,1/1/2015,"64,278","64,030",248,"25,456","14,522","5,107","1,406","4,373",48,"24,179",5.0%,2.65
157,15700US0605939248,Orange ,Laguna Niguel,1/1/2016,"64,280","64,032",248,"25,458","14,524","5,107","1,406","4,373",48,"24,182",5.0%,2.65
157,15700US0605939248,Orange ,Laguna Niguel,1/1/2017,"65,097","64,849",248,"25,884","14,524","5,107","1,406","4,799",48,"24,534",5.2%,2.64
157,15700US0605939248,Orange ,Laguna Niguel,1/1/2018,"64,692","64,444",248,"25,888","14,528","5,107","1,406","4,799",48,"24,538",5.2%,2.63
157,15700US0605939248,Orange ,Laguna Niguel,1/1/2019,"65,038","64,614",424,"26,235","14,528","5,107","1,406","5,146",48,"24,798",5.5%,2.61
157,15700US0605939248,Orange ,Laguna Niguel,1/1/2020,"64,559","64,135",424,"26,236","14,527","5,107","1,408","5,146",48,"24,770",5.6%,2.59
157,15700US0605939248,Orange ,Laguna Niguel,1/1/2021,"65,168","64,744",424,"26,774","14,524","5,110","1,414","5,678",48,"25,278",5.6%,2.56
157,15700US0605939259,Orange,Laguna Woods,4/1/2010,"16,273","16,106",167,"13,079",918,"3,721","2,237","6,203",0,"11,360",13.1%,1.42
157,15700US0605939259,Orange ,Laguna Woods,1/1/2011,"16,347","16,180",167,"13,079",918,"3,721","2,237","6,203",0,"11,359",13.2%,1.42
157,15700US0605939259,Orange ,Laguna Woods,1/1/2012,"16,499","16,332",167,"13,079",918,"3,721","2,237","6,203",0,"11,353",13.2%,1.44
157,15700US0605939259,Orange ,Laguna Woods,1/1/2013,"16,571","16,404",167,"13,079",918,"3,721","2,237","6,203",0,"11,328",13.4%,1.45
157,15700US0605939259,Orange ,Laguna Woods,1/1/2014,"16,572","16,405",167,"13,079",918,"3,721","2,237","6,203",0,"11,322",13.4%,1.45
157,15700US0605939259,Orange ,Laguna Woods,1/1/2015,"16,585","16,418",167,"13,079",918,"3,721","2,237","6,203",0,"11,320",13.4%,1.45
157,15700US0605939259,Orange ,Laguna Woods,1/1/2016,"16,584","16,417",167,"13,079",918,"3,721","2,237","6,203",0,"11,320",13.4%,1.45
157,15700US0605939259,Orange ,Laguna Woods,1/1/2017,"16,555","16,388",167,"13,079",918,"3,721","2,237","6,203",0,"11,320",13.4%,1.45
157,15700US0605939259,Orange ,Laguna Woods,1/1/2018,"16,451","16,284",167,"13,079",918,"3,721","2,237","6,203",0,"11,320",13.4%,1.44
157,15700US0605939259,Orange ,Laguna Woods,1/1/2019,"16,314","16,147",167,"13,079",918,"3,721","2,237","6,203",0,"11,314",13.5%,1.43
157,15700US0605939259,Orange ,Laguna Woods,1/1/2020,"16,209","16,042",167,"13,079",918,"3,721","2,237","6,203",0,"11,311",13.5%,1.42
157,15700US0605939259,Orange ,Laguna Woods,1/1/2021,"16,036","15,869",167,"13,079",918,"3,721","2,237","6,203",0,"11,311",13.5%,1.40
157,15700US0605939496,Orange,Lake Forest,4/1/2010,"77,395","76,880",515,"27,161","14,669","4,136","1,517","5,564","1,275","26,293",3.2%,2.92
157,15700US0605939496,Orange ,Lake Forest,1/1/2011,"77,815","77,300",515,"27,188","14,696","4,136","1,517","5,564","1,275","26,312",3.2%,2.94
157,15700US0605939496,Orange ,Lake Forest,1/1/2012,"78,513","77,998",515,"27,193","14,701","4,136","1,517","5,564","1,275","26,288",3.3%,2.97
